food_name,query,alternate_query_inbox,kroger_upc,product_grams,product_uri,product_local_price,product_categories,product_sold_by_unit
collard greens,collard greens,,4614.0,450.0,/p/jumbo-collard-greens-bunch/0000000004614?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,Produce,1 ct
red pepper flakes,red pepper flakes,,1111000320.0,120.48,/p/kroger-crushed-red-pepper/0001111000320?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,4.25 oz
flour tortilla,flour tortilla,,1111005265.0,496.11625,/p/kroger-soft-taco-size-flour-tortillas/0001111005265?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,International,10 ct / 17.5 oz
cooking oil,cooking oil,,1111085637.0,3482.5772,/p/kroger-pure-canola-oil/0001111085637?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,10.99,Baking Goods,1 gal
toasted sesame oil,toasted sesame oil,,7224826659.0,229.85,/p/international-collection-toasted-sesame-oil/0007224826659?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,9.29,Baking Goods,8.45 fl oz
chili garlic sauce,chili garlic sauce,,2446306104.0,226.796,/p/huy-fong-chili-garlic-sauce/0002446306104?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,International,8 oz
kimchi,kimchi,,1111008470.0,481.9415,/p/simple-truth-korean-style-kimchi/0001111008470?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,International,17 oz
chopped kale,chopped kale,,1111022149.0,141.7475,/p/kroger-chopped-kale/0001111022149?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,Produce,5 oz
chickpeas,chickpeas,,1111089689.0,453.592,/p/kroger-garbanzo-beans/0001111089689?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.69,"Pasta, Sauces, Grain",16 oz
Parmesan cheese,Parmesan cheese,,1111058033.0,226.8,/p/kroger-100-parmesan-grated-cheese/0001111058033?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.39,"Dairy, Pasta, Sauces, Grain",8 oz
fresh cilantro,fresh cilantro,,4889.0,100.0,/p/cilantro/0000000004889?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.79,Produce,1 ct
sriracha,sriracha,,1111013136.0,910.866,/p/kroger-sriracha-hot-chili-sauce/0001111013136?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,International,28 oz
pepper,pepper,,1111070041.0,484.77,/p/kroger-coarse-ground-black-pepper/0001111070041?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,15.99,Baking Goods,17.1 oz
plain breadcrumbs,plain breadcrumbs,,1111013526.0,425.2425,/p/kroger-plain-bread-crumbs/0001111013526?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.49,Baking Goods,15 oz
green cabbage,green cabbage,,4069.0,453.592,/p/green-cabbage/0000000004069?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Produce,1 lb
chipotle powder,chipotle powder,,,,,,,
cayenne,cayenne,,1111000316.0,155.92225,/p/kroger-ground-red-cayenne-pepper/0001111000316?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Baking Goods, Baking Goods",5.5 oz
onion powder,onion powder,,1111000321.0,212.62125,/p/kroger-onion-powder/0001111000321?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,7.5 oz
salmon,salmon,,21544150000.0,453.592,/p/fresh-atlantic-salmon-fillet-never-frozen-family-pack/0021544150000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,9.99,Meat & Seafood,1 lb
zucchini,zucchini,,4067.0,453.592,/p/zucchini/0000000004067?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.49,"Produce, Produce, Produce",1 lb
thyme,thyme,,1111001921.0,14.17475,/p/simple-truth-organic-thyme/0001111001921?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,"Natural & Organic, Produce",.5 oz
oregano,oregano,,1111001996.0,55.0,/p/kroger-oregano-leaves/0001111001996?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.39,Baking Goods,1.94 oz
peeled and deveined shrimp,peeled and deveined shrimp,,1111096220.0,453.592,/p/kroger-large-raw-shrimp-peeled-deveined-tail-off/0001111096220?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.99,Frozen,16 ounces
petite diced tomatoes,petite diced tomatoes,,1111081018.0,411.06775,/p/kroger-petite-diced-tomatoes-in-tomato-juice/0001111081018?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.0,Canned & Packaged,14.5 oz
green onions,green onions,,4659.0,453.592,/p/green-onions/0000000004659?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.39,Produce,1 lb
lime,lime,,4048.0,67.0,/p/fresh-limes/0000000004048?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.6,Produce,1 ct
corn tortillas,corn tortillas,,1111099028.0,680.388,/p/kroger-white-corn-tortillas/0001111099028?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.19,"International, International",30 ct / 24 oz
tilapia filets,tilapia filets,,1111086003.0,907.184,/p/kroger-frozen-tilapia-fillets-big-deal-/0001111086003?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,10.99,Meat & Seafood,32 oz
long grain rice,long grain rice,,1111084706.0,4535.92,/p/kroger-long-grain-rice/0001111084706?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.99,"Pasta, Sauces, Grain",10 lb
fresh green beans,fresh green beans,,4066.0,453.592,/p/fresh-green-beans-order-by-the-pound/0000000004066?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Produce, Produce",1 lb
chili crisp,chili crisp,,88941700004.0,209.7863,/p/lao-gan-ma-spicy-chili-crisp/0088941700004?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.79,International,7.4 oz
ranch dressing,ranch dressing,,1111013143.0,1064.646,/p/kroger-creamy-ranch-dressing-big-deal-/0001111013143?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Condiment & Sauces,36 fl oz
bowtie pasta,bowtie pasta,,1111009008.0,453.592,/p/private-selection-italian-farfalle/0001111009008?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Pasta, Sauces, Grain",16 oz
bananas,bananas,,4011.0,453.592,/p/fresh-banana-each/0000000004011?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.55,Produce,1 lb
baking powder,baking powder,,1111090765.0,229.63095,/p/kroger-baking-powder/0001111090765?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,Baking Goods,8.1 oz
old fashioned oats,old fashioned oats,,1111076655.0,1190.679,/p/kroger-old-fashioned-oats/0001111076655?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.39,Breakfast,42 oz
frozen blueberries,frozen blueberries,,1111012329.0,1360.776,/p/simple-truth-organic-frozen-blueberries/0001111012329?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,9.99,Frozen,48 oz
baking soda,baking soda,,3320001170.0,1814.368,/p/arm-hammer-pure-baking-soda-for-baking-cleaning-deodorizing-box/0003320001170?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,Baking Goods,4 lb
white sugar,white sugar,,1111088318.0,1814.368,/p/kroger-pure-cane-granulated-sugar/0001111088318?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,Baking Goods,4 lb
buttermilk,buttermilk,,1111042701.0,1949.49,/p/kroger-cultured-1-lowfat-buttermilk-half-gallon/0001111042701?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.29,Dairy,1/2 gal
cornstarch,cornstarch,,1111013646.0,453.592,/p/kroger-pure-corn-starch/0001111013646?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Baking Goods,16 oz
cream cheese,cream cheese,,1111089202.0,226.796,/p/kroger-original-cream-cheese/0001111089202?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.19,"Breakfast, Dairy",8 oz
frozen chopped spinach,frozen chopped spinach,,1111089785.0,340.194,/p/kroger-recipe-beginnings-frozen-spinach-chopped/0001111089785?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.59,Frozen,12 oz
garlic cloves,garlic cloves,,4608.0,43.0,/p/garlic/0000000004608?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.5,Produce,1 ct
dried basil,dried basil,,1111000296.0,12.19,/p/kroger-basil-leaves/0001111000296?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.79,Baking Goods,0.43 oz
shaved Parmesan,shaved Parmesan,,1111004938.0,170.097,/p/private-selection-parmesan-shaved-cheese/0001111004938?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.59,Dairy,6 oz
fresh cranberries,fresh cranberries,,3120090011.0,907.184,/p/fresh-premium-cranberries-in-2-lb-bag/0003120090011?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,"Produce, Produce",2 lb
frozen raspberries,frozen raspberries,,1111008225.0,340.194,/p/private-selection-frozen-red-raspberries/0001111008225?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Frozen,12 oz
pineapple tidbits,pineapple tidbits,,1111083155.0,566.99,/p/kroger-canned-pineapple-tidbits-in-pineapple-juice/0001111083155?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.49,Canned & Packaged,20 oz
canned black beans,canned black beans,,1111012115.0,439.42,/p/kroger-black-beans/0001111012115?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Canned & Packaged,15.5 oz
boneless skinless chicken breasts,boneless skinless chicken breasts,,28334900000.0,453.592,/p/heritage-farm-boneless-skinless-chicken-breasts/0028334900000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,Meat & Seafood,1 lb
jerk seasoning,jerk seasoning,,81007011060.0,208.08543,/p/newman-s-own-caribbean-jerk-seasoning/0081007011060?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,8.99,"Meat & Seafood, Meat & Seafood, Baking Goods",7.34 oz
orange juice,orange juice,,1111048482.0,3936.83,/p/kroger-100-orange-juice-from-concentrate-original/0001111048482?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,"Beverages, Breakfast",1 gallon
chopped collard greens,chopped collard greens,,7056087677.0,396.893,/p/pictsweet-farms-frozen-chopped-collard-greens/0007056087677?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.29,Frozen,14 oz
bone-in skin-on chicken thighs,bone-in skin-on chicken thighs,,28334750000.0,453.592,/p/heritage-farm-bone-in-skin-on-chicken-thighs/0028334750000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,Meat & Seafood,1 lb
hot water,hot water,,,,,,,
minced ginger,minced ginger,,7457483225.0,120.48,/p/christopher-ranch-chopped-ginger/0007457483225?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Produce,4.25 oz
ground beef 90/10,ground beef 90/10,,21251990000.0,453.592,/p/private-selection-angus-ground-sirloin-90-10/0021251990000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,9.29,Meat & Seafood,1 lb
dried oregano,dried oregano,,1111001996.0,55.0,/p/kroger-oregano-leaves/0001111001996?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.39,Baking Goods,1.94 oz
worcestershire sauce,worcestershire sauce,,1111071928.0,443.55,/p/kroger-worcestershire-sauce/0001111071928?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.19,"Condiment & Sauces, Meat & Seafood",15 oz
feta cheese,feta cheese,,7027729000.0,340.194,/p/athenos-traditional-crumbled-feta-cheese/0007027729000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,10.99,Deli,12 oz
long grain brown rice,long grain brown rice,,1111089874.0,907.184,/p/kroger-long-grain-brown-rice/0001111089874?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.89,"Pasta, Sauces, Grain",2 lb
Italian seasoning,Italian seasoning,,1111000317.0,85.0485,/p/kroger-italian-seasoning/0001111000317?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,3 oz
chopped fresh kale,chopped fresh kale,,1111022149.0,141.7475,/p/kroger-chopped-kale/0001111022149?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,Produce,5 oz
rotisserie chicken breast,rotisserie chicken breast,,27580900000.0,453.592,/p/boar-s-head-rotisserie-seasoned-chicken-breast/0027580900000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,14.99,"Deli, Meat & Seafood",1 lb
half and half,half and half,,1111010010.0,1943.81,/p/kroger-half-half/0001111010010?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.49,Dairy,1/2 gal
mozzarella,mozzarella,,1111059669.0,907.184,/p/kroger-mozzarella-shredded-cheese/0001111059669?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,7.99,Dairy,32 oz
shredded kale,shredded kale,,1111022149.0,141.7475,/p/kroger-chopped-kale/0001111022149?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.69,Produce,5 oz
whole wheat pita,whole wheat pita,,7312400206.0,340.194,/p/toufayan-whole-wheat-pita-loaves-6-count/0007312400206?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.99,Bakery,12 oz
golden raisins,golden raisins,,4114315160.0,340.194,/p/sun-maid-california-golden-raisins/0004114315160?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Snacks,12 oz
shredded Parmesan,shredded Parmesan,,1111050195.0,170.097,/p/kroger-parmesan-shredded-cheese/0001111050195?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.49,Dairy,6 oz
champagne vinaigrette,champagne vinaigrette,,7020063115.0,372.6261,/p/girard-s-champagne-vinaigrette-dressing/0007020063115?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.69,Condiment & Sauces,12 fl oz
canned wild caught salmon,canned wild caught salmon,,1111083301.0,418.16,/p/kroger-wild-caught-canned-alaskan-pink-salmon/0001111083301?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Canned & Packaged,14.75 oz
guacamole,guacamole,,1111062585.0,396.893,/p/kroger-mild-guacamole/0001111062585?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,"Produce, Deli",14 oz
spring mix,spring mix,,1111091052.0,283.495,/p/kroger-baby-spring-mix/0001111091052?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Produce,10 oz
andouille sausage,andouille sausage,,1111090012.0,396.893,/p/private-selection-naturally-hardwood-smoked-andouille-sausage/0001111090012?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Meat & Seafood,14 oz
bell pepper,bell pepper,,4065.0,164.0,/p/fresh-large-green-bell-pepper/0000000004065?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.89,Produce,1 ct
chicken broth,chicken broth,,1111004969.0,946.352,/p/kroger-99-fat-free-chicken-broth/0001111004969?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.59,"Canned & Packaged, Canned & Packaged",32 oz
yellow squash,yellow squash,,4784.0,453.592,/p/squash-yellow/0000000004784?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.49,"Produce, Produce, Produce",1 lb
red bell pepper,red bell pepper,,4688.0,119.0,/p/fresh-red-hothouse-bell-pepper/0000000004688?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.5,Produce,1 ct
banana,banana,,4011.0,453.592,/p/fresh-banana-each/0000000004011?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.55,Produce,1 lb
peanut butter,peanut butter,,1111073932.0,1814.368,/p/kroger-peanut-butter-creamy-big-deal-/0001111073932?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.49,"Condiment & Sauces, Condiment & Sauces",64 oz
cinnamon,cinnamon,,1111000315.0,184.27175,/p/kroger-ground-cinnamon/0001111000315?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,6.5 oz
instant yeast,instant yeast,,4010001787.0,113.398,/p/fleischmann-s-bread-machine-instant-yeast/0004010001787?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,6.49,Baking Goods,4 oz
yellow onions,yellow onions,,1111091682.0,1360.776,/p/kroger-yellow-onions-in-3lb-bag/0001111091682?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.79,Produce,3 lb
frozen spinach,frozen spinach,,1111089785.0,340.194,/p/kroger-recipe-beginnings-frozen-spinach-chopped/0001111089785?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.59,Frozen,12 oz
ground ginger,ground ginger,,1111068284.0,42.52425,/p/kroger-ground-ginger/0001111068284?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.99,Baking Goods,1.5 oz
vegetable oil,vegetable oil,,1111085606.0,3482.58,/p/kroger-pure-vegetable-oil/0001111085606?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,9.99,Baking Goods,1 gal
powdered sugar,powdered sugar,,1111085587.0,907.184,/p/kroger-confectioners-powdered-sugar/0001111085587?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.59,Baking Goods,32 oz
carrots,carrots,,4562.0,453.592,/p/carrots/0000000004562?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.29,Produce,1 lb
orzo,orzo,,7680851398.0,453.592,/p/barilla-orzo-pasta-quality-non-gmo-and-kosher-certified-pasta/0007680851398?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.99,"Pasta, Sauces, Grain",16 oz
chia seeds,chia seeds,,1111008452.0,340.194,/p/simple-truth-organic-black-chia-seeds/0001111008452?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.49,Snacks,12 oz
cocoa powder,cocoa powder,,1111076927.0,226.796,/p/kroger-sugar-free-baking-cocoa/0001111076927?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,Baking Goods,8 oz
mini chocolate chips,mini chocolate chips,,1111004757.0,340.194,/p/kroger-mini-semi-sweet-chocolate-baking-chips/0001111004757?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.59,Baking Goods,12 oz
canned peas,canned peas,,1111081209.0,425.2425,/p/kroger-small-canned-sweet-peas/0001111081209?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,0.99,Canned & Packaged,15 oz
thin pizza crust,thin pizza crust,,1111087186.0,255.15,/p/kroger-crispy-thin-pizza-crusts/0001111087186?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,2.79,Bakery,3 ct / 9 oz
steak seasoning,steak seasoning,,1111085154.0,113.398,/p/kroger-grill-time-steak-rub-seasoning/0001111085154?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Baking Goods,4 oz
smoked sausage,smoked sausage,,1111096787.0,396.893,/p/kroger-smoked-sausage/0001111096787?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Meat & Seafood,14 oz
frozen seasoning mix,frozen seasoning mix,,1111089787.0,340.194,/p/kroger-recipe-beginnings-frozen-mirepoix-blend-cajun-style-onions-celery-green-peppers/0001111089787?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,1.59,Frozen,12 oz
Creole seasoning,Creole seasoning,,7199800005.0,481.9415,/p/tony-chachere-s-original-creole-seasoning/0007199800005?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,4.99,Baking Goods,17 oz
apples,apples,,1111091825.0,1360.776,/p/gala-apples-3-pound-bag/0001111091825?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.69,Produce,3 lb
ground cloves,ground cloves,,1111001583.0,48.19415,/p/kroger-ground-cloves/0001111001583?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.99,Baking Goods,1.70 oz
rolled oats,rolled oats,,3997805155.0,907.184,/p/bob-s-red-mill-extra-thick-rolled-oats/0003997805155?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,5.79,Breakfast,32 oz
brie wheel,brie wheel,,7790100401.0,226.796,/p/president-brie-cheese-wheel/0007790100401?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,9.99,Deli,8 oz
boneless skinless chicken thighs,boneless skinless chicken thighs,,25313650000.0,453.592,/p/heritage-farm-boneless-skinless-chicken-thighs/0025313650000?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.49,Meat & Seafood,1 lb
BBQ sauce,BBQ sauce,,1340935231.0,793.786,/p/sweet-baby-ray-s-bbq-sauce/0001340935231?cid=dis.api.tpi_products-api_20240521_b:all_c:p_t:thalosfoodresearch-f,3.79,"Condiment & Sauces, Meat & Seafood",28 oz
